10.0,0.0
9.980267284282716,0.6279051952931337
9.921147013144777,1.2533323356430426
9.822872507286887,1.8738131458572465
9.685831611286313,2.4868988716485485
9.510565162951536,3.0901699437494745
9.297764858882513,3.68124552684678
9.048270524660193,4.257792915650727
8.763066800438635,4.817536741017153
8.443279255020151,5.3582679497899655
8.090169943749476,5.87785252292473
7.705132427757894,6.3742398974868975
7.289686274214117,6.845471059286887
6.845471059286887,7.289686274214117
6.374239897486897,7.705132427757894
5.87785252292473,8.090169943749476
5.3582679497899655,8.443279255020151
4.817536741017151,8.763066800438637
4.257792915650727,9.048270524660195
3.681245526846779,9.297764858882514
3.090169943749475,9.510565162951536
2.486898871648548,9.685831611286313
1.8738131458572451,9.822872507286887
1.2533323356430426,9.921147013144777
0.6279051952931329,9.980267284282716
-1.6081226496766366e-15,9.999999999999998
-0.627905195293134,9.980267284282716
-1.2533323356430437,9.921147013144777
-1.8738131458572485,9.822872507286887
-2.486898871648549,9.685831611286313
-3.0901699437494763,9.510565162951536
-3.68124552684678,9.297764858882514
-4.257792915650728,9.048270524660195
-4.817536741017154,8.763066800438635
-5.358267949789967,8.44327925502015
-5.877852522924729,8.090169943749476
-6.374239897486897,7.705132427757894
-6.845471059286887,7.289686274214116
-7.289686274214117,6.845471059286886
-7.705132427757895,6.374239897486894
-8.090169943749475,5.877852522924732
-8.443279255020151,5.3582679497899655
-8.763066800438637,4.817536741017151
-9.048270524660195,4.257792915650725
-9.297764858882514,3.6812455268467774
-9.510565162951538,3.090169943749471
-9.685831611286313,2.4868988716485485
-9.822872507286887,1.8738131458572458
-9.921147013144777,1.2533323356430408
-9.980267284282716,0.6279051952931314
-10.0,-3.216245299353273e-15
-9.980267284282716,-0.6279051952931334
-9.921147013144777,-1.253332335643043
-9.822872507286887,-1.873813145857248
-9.685831611286313,-2.4868988716485503
-9.510565162951535,-3.090169943749478
-9.297764858882513,-3.6812455268467836
-9.048270524660193,-4.257792915650727
-8.763066800438635,-4.817536741017154
-8.44327925502015,-5.358267949789967
-8.090169943749473,-5.877852522924733
-7.705132427757891,-6.3742398974869
-7.289686274214117,-6.845471059286887
-6.845471059286886,-7.289686274214117
-6.374239897486895,-7.705132427757895
-5.877852522924733,-8.090169943749475
-5.358267949789962,-8.443279255020153
-4.817536741017153,-8.763066800438635
-4.257792915650722,-9.048270524660197
-3.6812455268467783,-9.297764858882514
-3.0901699437494763,-9.510565162951535
-2.4868988716485445,-9.685831611286313
-1.8738131458572465,-9.822872507286887
-1.2533323356430373,-9.921147013144777
-0.6279051952931319,-9.980267284282716
-1.8369701987210296e-15,-10.0
0.6279051952931372,-9.980267284282716
1.2533323356430424,-9.921147013144777
1.8738131458572516,-9.822872507286887
2.48689887164855,-9.685831611286313
3.0901699437494727,-9.510565162951538
3.681245526846783,-9.297764858882513
4.257792915650727,-9.048270524660195
4.817536741017157,-8.763066800438633
5.358267949789966,-8.44327925502015
5.877852522924735,-8.090169943749471
6.374239897486898,-7.705132427757891
6.845471059286886,-7.289686274214117
7.289686274214119,-6.845471059286883
7.705132427757894,-6.374239897486895
8.09016994374948,-5.877852522924725
8.443279255020153,-5.358267949789962
8.763066800438635,-4.817536741017153
9.048270524660197,-4.257792915650722
9.297764858882513,-3.6812455268467787
9.510565162951538,-3.0901699437494683
9.685831611286313,-2.4868988716485454
9.822872507286887,-1.8738131458572471
9.921147013144777,-1.253332335643038
9.980267284282716,-0.6279051952931326
